N_Season,N_Date,Momentum_3d,Momentum_6d,Momentum_9d,Momentum_12d,Momentum_15d,Momentum_18d,Momentum_31d,Momentum_41d,Momentum_51d,Momentum_61d,Resistance30d,Support30d,CTrendHigh_10d,CTrendHigh_20d,CTrendHigh_50d,CTrendLow_10d,CTrendLow_20d,CTrendLow_50d,Velocity_21d,EMA20,EMA50,SMA5,SMA10,SMA20,SMA50,STD20,STDSLP20,STD50,RSI6,RSI24SLP5,RSI24,RSI50SLP5,RSI50,RSI10_P10,RSI20_P20,IXICMomDiff_10,IXICMomDiff_20,IXICMomDiff_50,ADTM23day,MAADTM8ma23day,LWR3ma9day,MACD12To26m9,DIF12To26,DEA12To26m9,HistoryAvgDiff30,NC_Highest10d,VC_Highest10dV,VC_Highest10dRawV
Autumn,"2014-07-01",0.03485666,-0.0045991386,-0.015606246,-0.019778948,-0.025757479,0.020968823,0.057087526,1.8366457E-4,0.141743,-0.041337997,0.09553299,0.0056919972,0.015102519,0.031248989,0.24474603,0.003159007,0.026072402,0.23717555,0.9407972,1.0245374,1.0634205,1.017207,1.0212396,1.0152912,1.064005,0.012203652,-5.1311386E-4,0.049126416,28.446793,-0.99320066,76.72327,-0.116075136,61.842197,63.66782,72.45577,0.01994108,0.0143841915,-0.16703342,0.5025582313537598,0.5185031890869141,-90.08344,-0.33704805,1.1564484,1.3249724,1.0269963,Very_High,0.03220993,95.82407
Spring,"2015-01-02",-0.03919487,0.0060053677,0.0059892307,0.01761513,-0.054016147,-0.032996606,0.0031504047,0.057884533,0.11269339,-0.0019008981,0.03509376,-0.06699453,0.04488349,-0.01357987,0.11888625,0.0049616843,-0.067413814,0.06463418,1.1291451,0.9765499,0.9911132,0.97593445,0.9743771,0.977579,0.98019665,0.020811813,-0.0017209079,0.03685175,58.565067,2.499192,51.31533,-0.08280029,64.94983,55.39417,54.818806,0.016655166,0.048218433,0.018484995,-0.16592241823673248,0.07882968336343765,-24.89491,-0.33738053,-0.14518738,0.023502888,0.95777935,Very_High,0.016241737,112.804794
Spring,"2015-02-10",0.01666389,0.02002002,0.008501185,0.045800652,0.04228503,-0.0029347618,-0.011834452,-0.016344652,-0.059796885,0.081876874,0.012706072,-0.06962473,0.13783003,0.13631456,0.068752475,0.090501726,0.09280686,0.012323488,0.9665001,1.0545713,1.0834394,1.017342,1.0288047,1.0701456,1.0852066,0.04227174,0.0014433526,0.03425928,74.66161,1.0971649,44.065536,0.0414444,57.187866,60.65389,51.391422,-0.070647135,-0.072329134,-0.023517706,0.6956142783164978,0.46924611926078796,-10.980511,1.5063336,2.7454758,1.992309,1.0811353,Very_High,0.093737245,133.6
Summer,"2014-04-29",0.042449053,0.08076685,0.020950744,-0.023969213,-0.008598104,-0.034864943,3.736355E-5,0.026124429,-0.013073581,0.089841105,0.035907783,-0.016563764,0.14798146,0.10839301,0.10017436,0.10699752,0.06832991,0.07178965,1.2736214,1.084755,1.1007626,1.0388544,1.081751,1.0997105,1.107962,0.04005105,0.0047490066,0.02685614,55.644367,0.814814,49.780792,-0.03910904,47.80794,44.938606,46.227474,-0.11873365,-0.11808598,-0.12417337,0.510134756565094,0.31647053360939026,-43.619213,2.2864742,1.611969,0.46873182,1.1039842,Very_High,0.014144885,84.73642
Spring,"2014-03-19",-0.011498759,-0.008964498,0.006193663,0.014003811,0.00792596,-0.029344,0.092811845,-0.0961797,-0.0025733088,0.00623964,0.088386446,0.0069418713,0.0027863411,-0.019473827,-0.013442328,-0.0074273637,-0.01712367,-0.00985059,0.8913731,1.002465,0.9985679,1.0043707,1.0005745,1.004445,1.0028398,0.008484339,-0.0010491663,0.027517922,54.276783,2.07182,47.08224,0.023422241,28.272835,49.36578,43.274296,-0.011015369,0.035761833,0.04683073,0.2814732789993286,0.45538631081581116,-18.061975,-8.821301E-4,0.023994446,0.02443551,1.0044303,Very_High,0.02379528,76.9681
Spring,"2015-02-19",0.01895922,0.052342523,0.01666389,0.02002002,0.008501185,0.045800652,0.003970862,-0.050236892,-0.026950048,4.3306983E-4,0.1217536,0.0054475963,0.07884066,0.17063834,0.10930956,0.07700881,0.1768811,0.10522069,0.58425945,1.0615308,1.1096305,1.0058099,1.0325311,1.0725095,1.1281253,0.046495404,3.438249E-4,0.049919598,88.48073,-1.3499267,56.076603,0.072467804,54.806538,62.017723,58.05612,-0.04039339,-0.12272234,-0.08190709,0.7818182706832886,0.7236541509628296,-7.6681104,1.6024117,4.4286346,3.6274288,1.106761,Very_High,0.035418175,133.6
Summer,"2014-05-05",0.0140389325,0.038506847,0.074691035,0.026348608,-0.021990689,-0.0032558849,0.016795998,-0.007676632,-0.0042028083,0.054819442,0.030656852,-0.030378334,0.13581029,0.11411989,0.12553075,0.11377085,0.08543159,0.10315955,0.9289566,1.0694442,1.0999223,1.0125897,1.0437521,1.0933732,1.114294,0.054572027,0.0041558305,0.03768311,92.29319,1.3793312,42.884136,-0.020063782,46.13808,67.8723,42.636597,-0.13598228,-0.1436874,-0.1519042,0.5279186367988586,0.49271804094314575,-14.067905,1.8527439,2.4497528,1.5233809,1.1129088,Very_High,0.0161767,85.62136
Summer,"2014-06-09",0.028959537,0.027028697,0.0316619,0.0361028,0.019522388,-0.005371648,0.04059096,0.086350076,-0.029642059,0.009859608,0.07588815,0.0057603363,0.091006055,0.11934526,0.23557948,0.053070635,0.08485661,0.19545746,7.382187,1.054714,1.1105639,1.0149542,1.0284033,1.059471,1.1356585,0.032376796,0.001298986,0.06671969,76.79269,0.10798798,64.54208,3.7612914E-4,46.036755,78.15799,65.138855,-0.03288143,-0.045191817,-0.18134068,0.8513943552970886,0.8090159296989441,-5.520883,0.39303398,2.8464203,2.6499033,1.0815552,Very_High,0.01246279,93.801025
Winter,"2014-12-31",-0.02517016,0.0033879783,0.054331716,-0.025387513,0.012977575,-0.014252487,0.029248618,0.059360728,0.11962317,-0.030321259,0.021060832,-0.062135957,0.04184811,-0.008466549,0.1531378,0.010257942,-0.047893476,0.09769391,0.8425784,0.9835008,1.0002688,0.9806152,0.98366475,0.9840637,0.9909078,0.021464203,-0.00159043,0.038391516,58.565067,-0.40901718,62.24076,-0.045304872,62.321686,53.99784,57.035957,-0.0019961223,0.02813972,-0.014253795,-0.01799982786178589,0.2024255245923996,-30.96756,0.077673666,0.08648682,0.047649983,0.9711049,Stay,0.0010607396,112.804794
Spring,"2014-03-04",0.027265554,0.008640282,-0.031574283,0.0050688805,0.049685437,0.050529964,-0.09933327,-0.0025733088,-0.0048218546,-0.005928587,7.900328E-4,-0.10536928,-0.029826412,0.059521645,-0.02447938,-0.04178806,0.053353723,-0.023868885,0.7762801,1.0056117,0.9974352,1.0098621,1.0073496,1.0064784,1.0017023,0.021103593,-0.002335738,0.03070353,31.381874,-2.8773034,43.37112,-0.0013549805,15.833496,47.498898,49.099087,0.05013285,-0.0031416528,0.1091208,0.6166341304779053,0.5326347351074219,-72.72144,-0.05528295,-0.129982,-0.10234052,1.0105219,Very_High,0.013179557,75.65866
Spring,"2014-03-21",0.013253475,-0.011238226,0.0043338784,0.0,0.029431313,-0.0032301147,0.054819442,-0.069557525,0.013209193,-0.01721589,0.07339833,0.015340256,0.0033680522,-0.0014153027,-0.01119984,-0.005491479,-0.007183326,-0.019206386,1.5239956,1.0051812,1.0017672,1.005047,1.0035349,1.0069969,1.0064673,0.008414619,-0.0010745929,0.027232818,37.173595,0.70735246,45.504063,0.025636291,26.897903,53.53345,45.779617,-0.021213094,0.008554832,0.034594677,0.1851101666688919,0.3534696400165558,-25.287949,0.019297019,0.037612915,0.027964406,1.0063466,Very_High,0.028571397,76.9681
Autumn,"2014-09-17",0.011652311,0.023718072,-0.008699892,-0.034156837,0.008183695,0.0031820333,0.034068942,0.006316552,-0.0021245829,0.039874323,0.089632034,-0.0065284846,-0.0014534913,0.023539962,0.06986123,0.0031445094,-0.004329439,0.058154564,0.9131897,1.0138685,1.039877,1.0014594,1.0141773,1.0079283,1.0381268,0.01502343,-6.480889E-4,0.029066484,56.71203,-0.31887206,68.59311,-0.075854495,66.90057,54.344074,67.479614,0.004341905,-0.011211366,-0.03354934,0.642201840877533,0.6434516310691833,-82.08202,-0.07666528,0.9437561,0.98208874,1.02624,High,0.011198419,102.09265
Spring,"2015-02-12",0.06672287,0.014282683,0.02785414,0.057641014,-0.010157978,0.02181831,-0.031373546,0.01469798,-0.062568314,0.051878344,0.046260603,-0.06672009,0.073773965,0.15832305,0.0732336,0.0288803,0.095828444,0.06854854,1.1502287,1.0760673,1.112937,1.0331529,1.0502563,1.0936503,1.1210536,0.04753997,0.002020476,0.03847382,71.16243,1.0001739,44.065536,0.04229202,57.093853,59.19491,54.478516,-0.043600995,-0.11079711,-0.051870003,0.7329698801040649,0.5877097845077515,-10.753638,1.9700212,3.5141602,2.5291495,1.1175275,Very_High,0.04800755,133.6
Autumn,"2014-07-21",-0.031246739,0.010878618,-0.012776557,0.015766526,0.034413945,0.001652854,-0.0049210177,0.07207314,0.024269426,0.11958941,0.03474149,-0.023435544,0.01968956,0.060455017,0.15267237,-0.0040383493,0.026056387,0.118758276,0.8436416,1.0017031,1.035554,0.9960554,0.98987377,1.0029413,1.0308,0.02040302,-3.7115813E-5,0.03712811,64.66169,0.42106017,62.402237,-0.1628128,68.32365,67.97765,66.416016,-0.009720687,-0.0053936075,-0.026223369,0.37007227540016174,0.36890992522239685,-23.203392,-0.61185217,1.0495224,1.3554485,1.0098794,Very_High,0.046737045,98.13334
Summer,"2014-05-12",0.0014973148,5.573365E-4,-0.0038063333,0.042449053,0.08076685,0.020950744,-0.030628473,3.736355E-5,0.026124429,-0.017282676,0.100184776,-0.044457376,0.008589773,0.12894076,0.13632776,0.02815414,0.12519781,0.14072238,0.6639479,1.0385494,1.0746186,1.0059872,1.0052285,1.0518206,1.0915118,0.05508965,1.03524326E-4,0.045332238,88.28374,-0.4985687,45.37698,-0.029817963,47.45814,73.35632,48.868855,-0.02802888,-0.1322863,-0.18716212,0.6055244207382202,0.5503249168395996,-8.670161,0.12385893,2.3158875,2.253958,1.0758315,Very_High,0.06092701,88.7934
Spring,"2015-01-22",0.02181831,-0.041371226,0.009063432,0.033244047,-0.065029904,-0.0062705385,-0.026950048,0.005047501,0.07099452,0.048917416,0.0017442825,-0.0626232,0.05129405,0.0022909672,0.045592535,-0.0018743895,-0.048852544,-0.012059457,1.069086,1.0222324,1.0235671,1.0340768,1.0249392,1.0210801,1.0022935,0.022699565,9.799525E-5,0.030198522,29.458061,-0.5289642,57.622845,-0.025731659,63.00846,48.76395,50.646503,-0.021802539,-0.0039552785,-0.006048687,0.2866371273994446,0.04895944148302078,-37.54625,0.43935156,-0.53887177,-0.75854754,1.0145241,Very_High,0.07321504,120.23
Spring,"2015-03-10",-0.03165344,-0.021972893,-0.018774712,0.002412808,0.0075299954,0.041215323,0.092085496,0.02902141,-0.011834452,0.021326914,0.17285138,-0.033421993,-0.03016466,0.08119168,0.14781046,-0.07273005,0.027020155,0.08580845,1.2066652,0.9870712,1.029692,0.9831806,0.97325104,0.9729509,1.0504307,0.020311076,-0.003237266,0.0698222,59.99476,-1.4795868,68.32992,0.120520785,49.80006,65.978516,65.36487,0.043957703,-0.021470616,-0.09108796,0.2812735438346863,0.5089213252067566,-56.39165,-2.26971,2.1927795,3.3276346,0.9953696,Very_High,0.015956601,129.25
Autumn,"2014-07-17",-0.028896337,0.01058255,0.016192647,0.014983582,0.030151855,-0.020912351,0.025618242,0.06638792,0.030207999,0.14394501,0.026949184,-0.013456861,0.03231988,0.05211833,0.13084875,-0.0055858404,0.013355346,0.0962287,1.2956203,0.99356097,1.02946,0.9801835,0.9792352,0.99684626,1.0260265,0.021822797,6.5467355E-4,0.039687954,69.74007,0.61706084,63.27643,-0.15661316,67.523605,70.23298,63.117794,-0.012868946,-0.0037572072,-0.031868532,0.2598528563976288,0.4012514054775238,-13.579407,-0.38538337,1.2587738,1.4514655,1.0008669,Very_High,0.043660816,98.13334
Spring,"2014-03-14",-0.020095192,0.006193663,0.014003811,0.00792596,-0.029344,-0.027197806,0.06980425,-0.0696185,-0.019857956,-0.013555332,0.094746895,-0.0063420064,0.020575594,-0.009525571,-0.03070899,0.0134676425,-0.020966137,-0.047417466,0.89960223,0.9900639,0.98570794,0.986645,0.9878358,0.98847675,0.9889858,0.013032078,-7.2189514E-4,0.028575392,52.537697,-1.0344436,57.44134,-0.024681855,46.70874,50.528595,46.04521,-0.025334962,0.036343195,0.07525682,0.49790892004966736,0.6396849751472473,-20.09463,0.04019121,0.033744812,0.013649206,0.99752986,Very_High,0.0341126,76.9681
Winter,"2014-10-28",0.025557071,0.066212535,0.018270852,-0.039393395,0.015991073,-0.005238054,-0.026262017,3.9376057E-4,0.050549686,0.008490711,0.01659108,-0.011831337,0.07481099,0.06401426,0.087249756,0.062189262,0.041480225,0.06858547,0.7869642,1.0483531,1.0664587,1.0167844,1.047919,1.0585241,1.0588021,0.026755717,0.002369678,0.019567033,72.593094,-0.07501602,52.111717,0.04877472,59.0253,46.21474,53.44821,0.01165095,-0.047377855,-0.06733905,0.30424097180366516,0.26439574360847473,-62.26857,1.6769941,1.3419876,0.50349057,1.05998,Very_High,0.033352267,109.39207
Spring,"2014-03-26",0.018664194,0.005324155,-0.011238226,0.0043338784,0.0,0.029431313,0.0065551405,-0.032565966,0.006766618,-0.05558875,0.024993133,-0.026251195,0.021680458,0.045714248,0.018039068,0.0042294515,0.036171522,0.01428235,1.1894014,1.0126617,1.0127343,1.0049783,1.0126691,1.0145905,1.018429,0.009409984,1.8512885E-4,0.027403591,50.90604,-0.24829331,46.74553,0.006452942,31.984375,46.946735,48.168156,-0.03667955,-0.060383342,-0.023242543,0.4055161774158478,0.28315412998199463,-72.32862,0.3422348,0.3179474,0.14682999,1.0149342,Low,-0.010054555,76.19422
Autumn,"2014-09-24",-0.0017660873,0.019940019,0.0044816346,0.021450132,-0.045974843,-0.026085047,0.06581291,-0.0138268545,0.032964658,0.06727896,0.07080913,0.0044973553,0.018099228,0.014187189,0.06816779,-4.0918714E-4,-0.031132394,0.033421714,0.87807125,1.0096825,1.034002,1.0010823,1.0021074,1.0079647,1.0328671,0.01566399,1.2811218E-4,0.029362962,61.92025,-0.4309891,70.98469,0.03377228,59.396694,60.214077,58.00846,-0.037924267,-0.005135831,-0.031547606,0.5025156140327454,0.5689494609832764,-27.19838,-0.014926195,0.8965759,0.904039,1.0136682,Very_Low,-0.012736928,100.70416
Spring,"2014-03-11",0.006193663,0.014003811,0.00792596,-0.029344,-0.027197806,0.01683593,-0.06248375,0.017154528,-0.05542272,0.011551326,-5.5998046E-4,-0.095648296,0.01905291,0.014417454,-0.04672473,0.0038385855,0.009652251,-0.06611791,0.9975557,1.0117738,1.0066888,1.0074755,1.0132455,1.0076414,1.0104877,0.013706679,-0.0014793826,0.02877203,62.98114,-2.3595092,55.534378,-0.018813323,41.88462,47.140884,49.46633,-0.010648894,0.010531321,0.08503261,0.6668127179145813,0.6610154509544373,-65.775764,0.27112007,0.07194519,-0.06361485,1.0214062,Very_High,0.013011845,76.51246
Autumn,"2014-07-30",0.01143865,0.024820467,-0.0032620952,-0.028896337,0.01058255,0.016192647,0.015517554,0.018045362,0.057087526,1.8366457E-4,0.047464892,-0.023420494,0.024099007,0.057085164,0.1461315,7.389886E-4,0.018039262,0.11106085,0.69674414,1.02529,1.0624578,1.0010197,1.0185553,1.0252526,1.0565193,0.017297896,-1.3643056E-4,0.030837098,73.04468,-0.012626648,67.78475,-0.163443,70.66725,57.102604,64.960106,-0.008406118,-0.040877145,-0.055441923,0.6568980813026428,0.5812216401100159,-60.412014,0.43541837,1.6091156,1.3914064,1.0372233,Low,-0.009891897,96.43955
Summer,"2014-06-23",-0.015606246,-0.019778948,-0.025757479,0.020968823,0.021121256,0.0042009256,0.032333136,0.04059096,0.086350076,-0.029642059,0.105566815,-0.010351419,-0.02002553,0.055997405,0.21673875,-0.022888256,0.038818035,0.20621426,1.3899949,1.0003968,1.045092,0.99189687,0.98541903,0.9911277,1.0586185,0.015385087,-0.002519776,0.067576475,57.259483,-1.0795562,76.057785,-0.14786378,63.247196,65.93505,68.91037,0.03042388,0.008080777,-0.15995966,0.566512405872345,0.6451343894004822,-25.865435,-1.1808,1.5402069,2.130607,1.0133585,Very_High,0.056538016,95.52803
Autumn,"2014-07-02",0.034413945,0.001652854,-0.021779187,0.0038248552,-0.020503651,0.016744072,0.06638792,0.030207999,0.14394501,-0.018877275,0.097213045,0.0022139333,0.019612184,0.016685028,0.24547164,0.008100817,0.01339382,0.23120713,0.6806502,1.021754,1.0603474,1.0099174,1.0193555,1.0141066,1.0592247,0.012640282,-2.063332E-4,0.046006158,32.445328,-0.7088531,76.72327,-0.12130203,62.464622,63.66782,68.22252,0.013733728,0.029237686,-0.1666935,0.513258159160614,0.5197814702987671,-97.15386,-0.16762638,1.1996307,1.2834439,1.026073,Very_High,0.03231988,95.82407
Spring,"2014-02-26",-0.029344,-0.027197806,0.01683593,0.05069998,0.019230455,0.012436718,0.006766618,-0.05558875,-0.005467439,0.07105239,0.032626737,-0.06856272,-0.009297956,0.040658116,-0.05200608,-0.026251195,0.033095423,-0.073824294,0.7099145,0.9794194,0.9699917,0.9860444,0.97044474,0.9916385,0.97510314,0.03216589,-0.0011825077,0.03313776,50.31743,0.47031555,24.392342,-0.009448242,19.508179,57.24132,36.75724,0.05806135,0.03214398,0.14591114,0.4425811767578125,0.5047516822814941,-5.308287,-0.1977573,-0.22694397,-0.12806532,0.9806876,Very_High,0.026171355,75.52968
Summer,"2014-05-28",0.028700944,0.015756577,0.020525644,0.009553639,-0.017490534,0.0040708636,0.11948818,-0.030628473,3.736355E-5,0.026124429,0.1575189,-0.0113685625,0.08347627,0.08689558,0.22227308,0.042204294,0.050140817,0.17727216,1.1177095,1.0465226,1.0922171,1.0138755,1.0285571,1.0427071,1.1138597,0.01933668,-0.0020574066,0.057149444,78.172554,0.22328644,71.00599,0.013211059,45.106777,65.17511,64.05106,-0.034726687,-0.023701426,-0.20061076,0.8205850124359131,0.8120148181915283,-28.758688,0.29005384,2.3693619,2.224335,1.0830226,Very_High,0.056396328,93.801025
Spring,"2015-02-13",0.057501905,0.01666389,0.02002002,0.008501185,0.045800652,0.04228503,-0.033790726,0.016440742,-0.08904965,0.029248618,0.046260603,-0.06672009,0.073773965,0.1628487,0.105685756,0.0288803,0.114732794,0.05452243,0.83352494,1.0730304,1.1132249,1.0245742,1.0463845,1.0892718,1.123979,0.048143975,0.0021412768,0.041433815,71.16243,-0.033553313,46.366024,0.04229202,57.093853,61.14957,54.478516,-0.041136805,-0.109079264,-0.09007728,0.6936786770820618,0.6382266283035278,-7.6917653,1.9477816,3.8278503,2.8539596,1.1214992,Very_High,0.049654365,133.6
Summer,"2014-06-16",-0.020503651,0.016744072,0.030057486,0.015433543,0.047444686,0.004565795,1.8366457E-4,0.141743,-0.043087915,0.019332768,0.089051776,-0.0047558737,0.022714801,0.088250056,0.20345855,0.022168795,0.08206948,0.19011617,1.5896485,1.0206101,1.0735208,0.9937913,0.996243,1.0194263,1.0960135,0.027983967,-8.7856577E-4,0.07174174,86.98473,-1.2235839,70.66,-0.12259827,58.573647,78.47202,68.08446,-8.2765333E-4,-0.030433405,-0.18968602,0.7335759401321411,0.7875770330429077,-9.154641,-0.5475936,2.3867874,2.6605842,1.0586646,Very_High,0.014231926,92.8339
Winter,"2014-11-03",0.02578528,0.03132203,0.017569596,0.07242273,-0.05003448,0.010631779,-0.019915782,0.02974222,-0.024361065,0.059517466,0.007832503,-0.053688638,0.10344151,0.09587695,0.092728496,0.096721634,0.083484255,0.07601637,0.8685996,1.0533011,1.0804595,1.0158603,1.032972,1.0672284,1.0790399,0.036149573,0.0024809341,0.026210357,81.23884,-0.44423676,54.3329,0.008287048,61.329903,61.737156,53.222355,-0.022252508,-0.061934557,-0.06301579,0.5120147466659546,0.45285311341285706,-7.2620964,1.628367,2.1819687,1.3677852,1.070774,Very_High,0.06789238,116.818954
Summer,"2015-04-17",-0.017716536,0.0035757218,0.016791165,0.00999288,0.013603765,-0.022655796,-0.0048799757,0.007129954,0.090531655,0.10024129,0.006368989,-0.032840367,0.027573565,-0.005261065,0.07109306,0.011047933,-0.023076942,0.056133926,1.2650627,0.99070716,1.005033,0.98874533,0.9873597,0.9922407,0.9883893,0.010175011,-3.6641787E-4,0.022559138,56.46124,0.47651213,58.220173,-0.040641785,61.51308,56.084908,54.566967,0.00821251,0.020989727,-0.007533755,0.4315589964389801,0.33746960759162903,-37.939697,-0.17101127,0.24051666,0.3260223,0.98986864,Very_High,0.066592626,134.54
Summer,"2014-04-21",0.020950744,-0.023969213,-0.008598104,-0.034864943,0.0046851123,-0.0074606985,-0.007676632,-0.0042028083,0.054819442,-0.069557525,0.027243476,-0.009657463,0.05435945,0.07381681,0.1139046,-0.02544442,-0.006428341,0.031803165,0.74397075,1.0060353,1.0009145,1.0157145,1.014636,0.99985784,1.0000567,0.016693572,7.2649046E-4,0.0141593935,20.069023,-0.79606706,52.877533,-0.024916839,45.448593,41.71291,51.836708,-0.018634077,-0.04346753,-0.016804293,-0.1321624368429184,-0.22163772583007812,-71.5633,-0.12888694,-0.34662628,-0.2821828,1.0016471,Very_High,0.13581029,84.73642
Autumn,"2014-08-08",-0.0015600595,-0.020996345,-0.022694802,0.03772787,0.02272972,-0.038326345,0.05354174,-0.040050972,0.04951916,0.054070983,0.0750137,0.0108016785,-0.0076037208,0.010779682,0.06153546,-0.02775384,0.0023949344,0.045299746,0.8684366,0.9967967,1.0226369,1.0004727,0.98858,0.992957,1.0138013,0.016573383,-6.1597675E-5,0.024358826,39.894535,-0.35538635,66.779915,-0.07572021,64.86014,70.251175,60.9061,-0.005857704,-0.011144554,-0.030175872,0.20301319658756256,0.36183875799179077,-31.778704,-0.87419367,0.53718567,0.9742825,1.0027175,Very_High,0.0701329,100.634735
Autumn,"2014-09-04",-0.034156837,0.008183695,0.0031820333,0.021220466,0.031305324,0.024333557,0.0046472442,-0.01610055,0.0441306,-0.020172609,0.03793228,-0.0149839865,0.026214296,0.09191456,0.13642898,-0.021610728,0.037656195,0.08965967,1.7525398,0.9860704,1.0171604,0.9712736,0.9699772,0.98825115,1.0171341,0.027284546,1.6334281E-5,0.033241365,85.39079,-0.1802208,57.31565,-0.054084778,64.89,72.00497,62.328938,0.03295727,0.013834376,-0.042085804,0.5092926621437073,0.5495765805244446,-12.224278,-0.6622555,1.3731995,1.7043272,1.0018457,Very_High,0.029873326,102.2315
Winter,"2014-12-23",0.0059892307,0.01761513,-0.054016147,-0.032996606,0.017533112,-0.03728912,0.07099452,0.048917416,0.032401085,0.005074163,0.09530776,-0.0024847046,0.0019247271,-0.03578344,0.13005085,0.023959927,-0.03987297,0.12669617,0.48052892,1.004063,1.0243081,1.0060432,1.0160706,0.99339277,1.0240788,0.029416353,-4.8566386E-4,0.05254912,28.747353,-0.31240845,78.02524,-0.04072876,61.907516,49.434536,63.296394,-0.0042049717,0.04540294,-7.0313364E-4,0.342324823141098,0.3537508249282837,-85.08156,-0.3653141,-0.0033493042,0.17930774,0.99089235,Very_High,0.012706072,114.31882
Autumn,"2014-08-15",0.020199789,0.010955457,-0.014735313,-0.028951677,0.01143865,0.024820467,-0.008309303,0.013113765,0.0122676445,0.06668217,0.057197765,-0.0055858404,0.012605428,0.035667427,0.06372152,-1.9163231E-4,0.029618002,0.03823821,1.0595417,1.0224099,1.0487092,1.0107698,1.0225891,1.0199896,1.0415558,0.015120511,-2.9928182E-4,0.023682192,32.210205,-0.7446472,61.20036,-0.02657547,61.515903,53.870575,65.80362,-0.0035851616,-0.024064306,-0.018331327,0.19348321855068207,0.2330872118473053,-87.205086,0.19098854,0.8559265,0.76043224,1.0271759,Very_High,0.047968354,102.05298
Summer,"2015-04-20",0.009413771,0.007389752,-0.008461311,0.009533748,0.012137487,-0.023500789,-0.008399454,-0.016111396,0.08824429,0.097384125,0.006368989,-0.032840367,0.02446869,0.01067702,0.08650088,0.0067561837,-0.01750395,0.04964359,1.176121,1.0120547,1.0268663,1.010133,1.0097169,1.0142233,1.009744,0.010476188,-1.9951203E-4,0.020928588,58.209713,0.9260109,51.63942,-0.05374527,62.452347,54.201515,55.85891,0.0034081507,0.011457146,-0.007137172,0.36826542019844055,0.43891534209251404,-37.9397,0.03512311,0.35081482,0.33325326,1.0150895,Very_High,0.05010926,134.54
Summer,"2015-04-16",-0.017137937,0.007945968,0.0062489887,0.0016122285,-0.0013434342,-0.04170876,-0.014888382,0.014667839,0.08711988,0.0784545,7.725969E-5,-0.052135363,0.027573565,-0.004567949,0.083864465,0.011047933,-0.015114375,0.062419716,0.66940844,1.0010049,1.0166818,0.9962887,0.9981484,1.0024389,1.0005373,0.010355097,-3.3040065E-4,0.023644008,56.46124,0.21084365,58.164604,-0.063784026,62.97158,52.7632,54.566967,0.0123601295,0.022967912,-0.0019080564,0.4979231357574463,0.2663199007511139,-32.186806,0.12429547,0.38642883,0.3242811,1.0006384,Very_High,0.058536544,134.54
Winter,"2014-11-25",0.023409717,0.017852472,0.042146534,0.024401661,-0.0017251638,0.015332862,0.03730403,0.011758668,-0.026262017,3.9376057E-4,0.09729412,-0.034391917,0.09111629,0.12674983,0.18772732,0.0758303,0.111776836,0.18440376,1.5981476,1.0491467,1.1015385,1.0074013,1.0213739,1.0528163,1.120646,0.033224147,5.851798E-4,0.054083243,92.294014,-0.6442925,64.17331,0.063819885,55.977486,74.86589,62.47268,-0.05841901,-0.06454354,-0.12657303,0.9233739972114563,0.9192005395889282,-14.584656,0.7509618,3.7441635,3.3686826,1.0919971,Stay,-0.0029228285,118.930626
Spring,"2015-03-30",-0.0013434342,-0.04170876,0.012708487,0.038672253,-0.027430464,-0.015182081,0.03458671,0.09146398,0.090425424,-0.033790726,0.04800755,-0.03137694,0.012324938,-0.029091196,0.15381806,0.0018718623,-0.04053004,0.15868956,0.8503156,1.0062796,1.0287143,1.0126938,1.0028964,1.0037968,1.027804,0.015622242,-6.7652966E-4,0.053295255,58.529205,0.92288667,60.663094,-0.01961441,58.74557,55.4865,57.654697,-0.009855674,0.01705656,-0.0910908,-0.366838276386261,-0.23432166874408722,-23.929525,-0.6938453,0.2559662,0.6028888,0.99580395,Very_High,0.017167768,128.57
Spring,"2015-02-03",0.020031067,0.04536664,0.038090907,-0.004090872,-0.051332217,0.019123256,0.050410725,-0.054773297,0.01746527,0.060449034,0.018819263,-0.054491155,0.1078699,0.11113282,0.043067012,0.08995309,0.10122376,0.020034987,0.84330714,1.0469849,1.06479,1.0078145,1.0355027,1.0619682,1.0537113,0.035054978,0.0024736975,0.031551592,69.48009,-1.6367279,51.75516,0.11328888,52.640305,54.690666,51.649506,-0.08479823,-0.08983975,-0.02078598,0.2501601278781891,0.2137611210346222,-11.106687,2.1753602,1.8280487,0.74036855,1.0654043,Very_High,0.086477794,128.88
Autumn,"2014-07-29",0.013808693,0.02147608,-0.031246739,0.010878618,-0.012776557,0.015766526,-0.033390045,0.028955908,0.068404295,1.8366457E-4,0.04463623,-0.019682769,0.026742574,0.060919687,0.166745,-0.002314983,0.029536312,0.12861392,0.9122752,1.0304357,1.0676692,1.005334,1.024525,1.030146,1.0616875,0.016936045,-4.307505E-4,0.031183291,64.674576,-0.45282745,67.78475,-0.14887848,68.85156,57.102604,68.27313,-0.016819544,-0.05810792,-0.073492385,0.6668226718902588,0.5359829068183899,-72.40614,0.44731355,1.591362,1.3677052,1.0477908,Little_Low,-0.007441769,97.40305
